case_id,submitted_at,department,jurisdiction,case_type,description,risk_level
CASE000873,2025-06-10T08:00:00,Marketing,KSA,label_change,Ad copy includes before/after images.,medium
CASE000874,2025-12-08T20:00:00,HR,EU,ingredient_change,Ad copy includes before/after images.,high
CASE000875,2025-06-12T02:00:00,Sales,EG,complaint_response,Customer data request processing guidance.,high
CASE000876,2025-01-05T04:00:00,SupplyChain,UAE,data_request,Ingredient substitution due to supplier shortage.,high
CASE000877,2025-12-20T23:00:00,HR,EG,ingredient_change,Need approval for a new claim on packaging.,low
CASE000878,2025-10-23T16:00:00,SupplyChain,UAE,label_change,Ad copy includes before/after images.,high
CASE000879,2025-04-05T10:00:00,Marketing,EG,data_request,Customer data request processing guidance.,medium
CASE000880,2025-05-13T00:00:00,Marketing,EU,complaint_response,Need response template for complaint.,high
CASE000881,2025-12-04T00:00:00,IT,EG,label_change,Need response template for complaint.,low
CASE000882,2025-01-25T10:00:00,IT,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE000883,2025-09-02T03:00:00,IT,EU,complaint_response,Ingredient substitution due to supplier shortage.,high
CASE000884,2025-10-30T09:00:00,IT,UAE,label_change,Need response template for complaint.,medium
CASE000885,2025-12-18T06:00:00,SupplyChain,KSA,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE000886,2025-01-15T07:00:00,Marketing,UAE,ad_copy,Ad copy includes before/after images.,medium
CASE000887,2025-07-04T00:00:00,SupplyChain,UAE,complaint_response,Customer data request processing guidance.,medium
CASE000888,2025-03-17T04:00:00,SupplyChain,EG,data_request,Need approval for a new claim on packaging.,low
CASE000889,2025-05-11T18:00:00,Marketing,UAE,complaint_response,Customer data request processing guidance.,high
CASE000890,2025-04-18T05:00:00,SupplyChain,EU,complaint_response,Customer data request processing guidance.,high
CASE000891,2025-04-09T00:00:00,HR,EG,data_request,Ingredient substitution due to supplier shortage.,high
CASE000892,2025-08-09T04:00:00,Sales,KSA,ingredient_change,Need approval for a new claim on packaging.,low
CASE000893,2025-03-07T19:00:00,Sales,EU,complaint_response,Ad copy includes before/after images.,medium
CASE000894,2025-03-03T03:00:00,Sales,EU,label_change,Need response template for complaint.,high
CASE000895,2025-05-26T20:00:00,SupplyChain,EG,ingredient_change,Ad copy includes before/after images.,low
CASE000896,2025-09-06T10:00:00,SupplyChain,EU,label_change,Ingredient substitution due to supplier shortage.,medium
CASE000897,2025-10-14T01:00:00,Marketing,EG,complaint_response,Need response template for complaint.,high
CASE000898,2025-11-29T04:00:00,Marketing,EU,complaint_response,Ad copy includes before/after images.,medium
CASE000899,2025-04-23T04:00:00,Sales,EU,complaint_response,Customer data request processing guidance.,low
CASE000900,2025-10-10T11:00:00,Sales,EG,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE000901,2025-05-16T21:00:00,Marketing,UAE,complaint_response,Need approval for a new claim on packaging.,medium
CASE000902,2025-11-02T06:00:00,HR,EU,ingredient_change,Customer data request processing guidance.,high
CASE000903,2025-05-29T10:00:00,Sales,EU,data_request,Need approval for a new claim on packaging.,low
CASE000904,2025-09-17T16:00:00,Sales,UAE,ad_copy,Need response template for complaint.,medium
CASE000905,2025-07-20T20:00:00,IT,EG,ingredient_change,Need approval for a new claim on packaging.,medium
CASE000906,2025-06-06T23:00:00,SupplyChain,UAE,data_request,Customer data request processing guidance.,low
CASE000907,2025-11-07T07:00:00,IT,UAE,ingredient_change,Need approval for a new claim on packaging.,high
CASE000908,2025-01-22T09:00:00,SupplyChain,KSA,label_change,Ingredient substitution due to supplier shortage.,medium
CASE000909,2025-11-20T01:00:00,SupplyChain,EG,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE000910,2025-09-20T23:00:00,IT,EU,complaint_response,Customer data request processing guidance.,high
CASE000911,2025-06-29T09:00:00,Marketing,UAE,data_request,Ad copy includes before/after images.,low
CASE000912,2025-08-10T19:00:00,HR,KSA,ingredient_change,Need approval for a new claim on packaging.,medium
CASE000913,2025-11-22T19:00:00,HR,KSA,label_change,Customer data request processing guidance.,low
CASE000914,2025-06-30T03:00:00,SupplyChain,UAE,complaint_response,Need approval for a new claim on packaging.,high
CASE000915,2025-01-26T22:00:00,Sales,UAE,complaint_response,Customer data request processing guidance.,low
CASE000916,2025-08-30T16:00:00,Sales,KSA,data_request,Need approval for a new claim on packaging.,high
CASE000917,2025-10-10T10:00:00,IT,EU,ingredient_change,Ad copy includes before/after images.,low
CASE000918,2025-11-13T13:00:00,IT,EU,ingredient_change,Customer data request processing guidance.,medium
CASE000919,2025-07-22T16:00:00,IT,EU,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE000920,2025-06-17T07:00:00,Sales,KSA,label_change,Ad copy includes before/after images.,low
CASE000921,2025-06-24T13:00:00,IT,EG,complaint_response,Ingredient substitution due to supplier shortage.,high
CASE000922,2025-09-16T02:00:00,SupplyChain,EU,ingredient_change,Ad copy includes before/after images.,high
CASE000923,2025-01-18T08:00:00,Sales,EG,data_request,Ingredient substitution due to supplier shortage.,high
CASE000924,2025-03-02T11:00:00,HR,EG,data_request,Ad copy includes before/after images.,low
CASE000925,2025-06-21T10:00:00,IT,UAE,ingredient_change,Need approval for a new claim on packaging.,low
CASE000926,2025-06-17T07:00:00,HR,UAE,label_change,Ingredient substitution due to supplier shortage.,low
CASE000927,2025-02-03T16:00:00,IT,EU,ingredient_change,Need approval for a new claim on packaging.,low
CASE000928,2025-02-19T15:00:00,Sales,UAE,label_change,Customer data request processing guidance.,medium
CASE000929,2025-01-30T06:00:00,SupplyChain,UAE,complaint_response,Need approval for a new claim on packaging.,low
CASE000930,2025-02-08T05:00:00,HR,UAE,complaint_response,Ingredient substitution due to supplier shortage.,high
CASE000931,2025-11-13T11:00:00,HR,UAE,label_change,Ad copy includes before/after images.,low
CASE000932,2025-03-23T02:00:00,SupplyChain,EG,ingredient_change,Need approval for a new claim on packaging.,high
CASE000933,2025-08-26T00:00:00,Sales,KSA,data_request,Need response template for complaint.,low
CASE000934,2025-07-22T13:00:00,Marketing,KSA,ad_copy,Ad copy includes before/after images.,high
CASE000935,2025-06-22T02:00:00,IT,KSA,label_change,Customer data request processing guidance.,low
CASE000936,2025-09-10T22:00:00,Sales,EG,label_change,Customer data request processing guidance.,high
CASE000937,2025-06-24T16:00:00,SupplyChain,EU,label_change,Ingredient substitution due to supplier shortage.,medium
CASE000938,2025-11-13T20:00:00,HR,KSA,label_change,Ad copy includes before/after images.,high
CASE000939,2025-09-15T17:00:00,IT,UAE,ad_copy,Need approval for a new claim on packaging.,low
CASE000940,2025-03-08T11:00:00,SupplyChain,UAE,data_request,Need approval for a new claim on packaging.,high
CASE000941,2025-04-09T04:00:00,SupplyChain,EG,ad_copy,Customer data request processing guidance.,high
CASE000942,2025-01-31T12:00:00,SupplyChain,EU,ingredient_change,Ad copy includes before/after images.,high
CASE000943,2025-03-04T17:00:00,Sales,EU,complaint_response,Ad copy includes before/after images.,high
CASE000944,2025-04-13T11:00:00,SupplyChain,UAE,ingredient_change,Customer data request processing guidance.,high
CASE000945,2025-11-06T06:00:00,HR,KSA,ad_copy,Need approval for a new claim on packaging.,medium
CASE000946,2025-10-27T14:00:00,Sales,UAE,complaint_response,Customer data request processing guidance.,low
CASE000947,2025-05-13T13:00:00,Marketing,UAE,data_request,Ad copy includes before/after images.,medium
CASE000948,2025-10-31T18:00:00,SupplyChain,EU,data_request,Need approval for a new claim on packaging.,low
CASE000949,2025-09-06T20:00:00,Marketing,KSA,complaint_response,Need response template for complaint.,medium
CASE000950,2025-03-06T20:00:00,SupplyChain,UAE,ingredient_change,Customer data request processing guidance.,medium
CASE000951,2025-07-07T21:00:00,HR,UAE,ad_copy,Ad copy includes before/after images.,low
CASE000952,2025-11-18T21:00:00,IT,EG,ad_copy,Ad copy includes before/after images.,high
CASE000953,2025-07-01T11:00:00,HR,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE000954,2025-07-01T10:00:00,SupplyChain,EU,complaint_response,Ingredient substitution due to supplier shortage.,low
CASE000955,2025-01-15T21:00:00,SupplyChain,EG,ad_copy,Customer data request processing guidance.,low
CASE000956,2025-12-24T07:00:00,SupplyChain,UAE,complaint_response,Need approval for a new claim on packaging.,medium
CASE000957,2025-09-05T10:00:00,Marketing,EG,ingredient_change,Need response template for complaint.,low
CASE000958,2025-10-26T18:00:00,SupplyChain,EU,complaint_response,Need response template for complaint.,low
CASE000959,2025-04-19T08:00:00,SupplyChain,KSA,data_request,Need approval for a new claim on packaging.,high
CASE000960,2025-05-05T18:00:00,HR,EG,data_request,Ingredient substitution due to supplier shortage.,low
CASE000961,2025-10-31T03:00:00,Marketing,EU,complaint_response,Ad copy includes before/after images.,low
CASE000962,2025-04-11T01:00:00,IT,EU,label_change,Ingredient substitution due to supplier shortage.,high
CASE000963,2025-11-26T16:00:00,Marketing,EU,label_change,Customer data request processing guidance.,high
CASE000964,2025-07-28T00:00:00,SupplyChain,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE000965,2025-09-09T08:00:00,IT,KSA,data_request,Need approval for a new claim on packaging.,low
CASE000966,2025-07-08T04:00:00,Marketing,EU,complaint_response,Customer data request processing guidance.,medium
CASE000967,2025-05-31T12:00:00,Marketing,EG,ingredient_change,Need approval for a new claim on packaging.,medium
CASE000968,2025-06-07T21:00:00,Sales,EU,data_request,Customer data request processing guidance.,high
CASE000969,2025-03-23T07:00:00,Marketing,KSA,data_request,Ad copy includes before/after images.,high
CASE000970,2025-10-20T20:00:00,Marketing,KSA,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE000971,2025-09-19T06:00:00,Sales,KSA,complaint_response,Need approval for a new claim on packaging.,low
CASE000972,2025-05-14T11:00:00,Sales,KSA,ad_copy,Customer data request processing guidance.,medium
CASE000973,2025-09-02T20:00:00,SupplyChain,EU,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE000974,2025-09-03T08:00:00,Marketing,KSA,label_change,Need response template for complaint.,medium
CASE000975,2025-05-23T08:00:00,SupplyChain,UAE,data_request,Need approval for a new claim on packaging.,low
CASE000976,2025-07-21T20:00:00,HR,EG,data_request,Ad copy includes before/after images.,medium
CASE000977,2025-09-01T13:00:00,IT,UAE,complaint_response,Customer data request processing guidance.,low
CASE000978,2025-11-20T13:00:00,IT,KSA,label_change,Need approval for a new claim on packaging.,medium
CASE000979,2025-03-19T00:00:00,Sales,EU,complaint_response,Need approval for a new claim on packaging.,medium
CASE000980,2025-02-24T04:00:00,IT,KSA,ad_copy,Need response template for complaint.,medium
CASE000981,2025-12-23T06:00:00,HR,KSA,ad_copy,Ad copy includes before/after images.,medium
CASE000982,2025-04-27T00:00:00,Sales,UAE,data_request,Need response template for complaint.,medium
CASE000983,2025-09-08T22:00:00,Sales,UAE,label_change,Customer data request processing guidance.,high
CASE000984,2025-02-13T21:00:00,SupplyChain,KSA,label_change,Ingredient substitution due to supplier shortage.,medium
CASE000985,2025-04-28T06:00:00,HR,UAE,ingredient_change,Need approval for a new claim on packaging.,medium
CASE000986,2025-09-23T20:00:00,Marketing,UAE,label_change,Customer data request processing guidance.,low
CASE000987,2025-02-02T23:00:00,Sales,EG,ad_copy,Customer data request processing guidance.,medium
CASE000988,2025-12-08T19:00:00,Marketing,UAE,ingredient_change,Ad copy includes before/after images.,medium
CASE000989,2025-01-14T20:00:00,HR,EU,data_request,Need approval for a new claim on packaging.,low
CASE000990,2025-11-14T04:00:00,Marketing,UAE,complaint_response,Need response template for complaint.,high
CASE000991,2025-07-03T21:00:00,Marketing,UAE,data_request,Ingredient substitution due to supplier shortage.,medium
CASE000992,2025-01-25T14:00:00,Sales,EG,ingredient_change,Need approval for a new claim on packaging.,high
CASE000993,2025-09-19T23:00:00,IT,EG,complaint_response,Need approval for a new claim on packaging.,low
CASE000994,2025-02-06T17:00:00,HR,EU,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE000995,2025-03-17T11:00:00,Marketing,UAE,ad_copy,Customer data request processing guidance.,low
CASE000996,2025-05-28T12:00:00,IT,EU,ingredient_change,Need response template for complaint.,medium
CASE000997,2025-08-15T10:00:00,SupplyChain,UAE,data_request,Need approval for a new claim on packaging.,low
CASE000998,2025-07-13T00:00:00,IT,EG,ingredient_change,Customer data request processing guidance.,high
CASE000999,2025-07-07T06:00:00,IT,EU,ad_copy,Ad copy includes before/after images.,medium
CASE001000,2025-04-19T16:00:00,IT,KSA,label_change,Customer data request processing guidance.,high
CASE001001,2025-06-29T01:00:00,Sales,EG,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001002,2025-03-17T23:00:00,Sales,KSA,data_request,Need response template for complaint.,high
CASE001003,2025-12-08T14:00:00,Marketing,EU,data_request,Ingredient substitution due to supplier shortage.,medium
CASE001004,2025-11-25T09:00:00,Marketing,EG,label_change,Ad copy includes before/after images.,medium
CASE001005,2025-09-26T04:00:00,HR,EU,data_request,Customer data request processing guidance.,low
CASE001006,2025-11-30T22:00:00,Marketing,UAE,data_request,Need approval for a new claim on packaging.,medium
CASE001007,2025-05-20T08:00:00,SupplyChain,UAE,ingredient_change,Ad copy includes before/after images.,medium
CASE001008,2025-07-20T07:00:00,IT,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE001009,2025-12-09T21:00:00,SupplyChain,EU,data_request,Customer data request processing guidance.,medium
CASE001010,2025-01-18T02:00:00,IT,KSA,label_change,Ingredient substitution due to supplier shortage.,low
CASE001011,2025-02-07T11:00:00,Marketing,KSA,label_change,Need approval for a new claim on packaging.,medium
CASE001012,2025-08-02T02:00:00,SupplyChain,EU,ingredient_change,Ad copy includes before/after images.,medium
CASE001013,2025-07-05T05:00:00,IT,EG,label_change,Ad copy includes before/after images.,high
CASE001014,2025-10-16T22:00:00,SupplyChain,KSA,ingredient_change,Need response template for complaint.,high
CASE001015,2025-04-28T14:00:00,SupplyChain,UAE,label_change,Ingredient substitution due to supplier shortage.,low
CASE001016,2025-05-29T04:00:00,SupplyChain,KSA,data_request,Need response template for complaint.,high
CASE001017,2025-09-30T11:00:00,IT,UAE,complaint_response,Ad copy includes before/after images.,low
CASE001018,2025-12-18T20:00:00,IT,EG,ad_copy,Customer data request processing guidance.,medium
CASE001019,2025-06-10T21:00:00,Sales,KSA,data_request,Need response template for complaint.,high
CASE001020,2025-08-07T02:00:00,Sales,EU,ingredient_change,Customer data request processing guidance.,high
CASE001021,2025-06-28T18:00:00,IT,UAE,ingredient_change,Need response template for complaint.,medium
CASE001022,2025-02-09T04:00:00,Marketing,UAE,data_request,Ingredient substitution due to supplier shortage.,low
CASE001023,2025-11-06T15:00:00,IT,UAE,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001024,2025-11-03T04:00:00,IT,EU,complaint_response,Ad copy includes before/after images.,low
CASE001025,2025-07-04T12:00:00,Marketing,EG,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE001026,2025-01-24T16:00:00,Sales,KSA,complaint_response,Need response template for complaint.,low
CASE001027,2025-12-11T10:00:00,HR,EU,data_request,Need response template for complaint.,medium
CASE001028,2025-11-10T17:00:00,IT,KSA,ingredient_change,Customer data request processing guidance.,low
CASE001029,2025-06-07T07:00:00,Sales,KSA,data_request,Need approval for a new claim on packaging.,low
CASE001030,2025-12-19T18:00:00,HR,UAE,data_request,Need response template for complaint.,medium
CASE001031,2025-07-12T09:00:00,SupplyChain,EG,label_change,Customer data request processing guidance.,high
CASE001032,2025-07-24T23:00:00,Marketing,KSA,data_request,Ad copy includes before/after images.,medium
CASE001033,2025-06-12T22:00:00,IT,KSA,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE001034,2025-01-25T10:00:00,IT,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE001035,2025-02-22T00:00:00,Sales,EU,ingredient_change,Need response template for complaint.,medium
CASE001036,2025-10-08T04:00:00,HR,EG,data_request,Ingredient substitution due to supplier shortage.,high
CASE001037,2025-08-06T13:00:00,SupplyChain,EU,ad_copy,Ad copy includes before/after images.,medium
CASE001038,2025-09-23T08:00:00,IT,KSA,data_request,Need approval for a new claim on packaging.,low
CASE001039,2025-04-14T12:00:00,Marketing,EU,label_change,Need response template for complaint.,high
CASE001040,2025-03-24T01:00:00,Marketing,KSA,data_request,Ad copy includes before/after images.,high
CASE001041,2025-09-01T10:00:00,IT,KSA,ad_copy,Customer data request processing guidance.,medium
CASE001042,2025-08-20T12:00:00,Sales,UAE,data_request,Need approval for a new claim on packaging.,low
CASE001043,2025-05-19T03:00:00,Sales,KSA,label_change,Need response template for complaint.,low
CASE001044,2025-01-28T21:00:00,Sales,UAE,data_request,Ingredient substitution due to supplier shortage.,low
CASE001045,2025-12-08T00:00:00,Marketing,EG,complaint_response,Need response template for complaint.,low
CASE001046,2025-03-22T22:00:00,Sales,KSA,complaint_response,Customer data request processing guidance.,low
CASE001047,2025-07-29T01:00:00,SupplyChain,UAE,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE001048,2025-04-28T23:00:00,HR,UAE,ingredient_change,Need approval for a new claim on packaging.,low
CASE001049,2025-06-19T20:00:00,IT,UAE,label_change,Need response template for complaint.,low
CASE001050,2025-04-11T12:00:00,SupplyChain,UAE,data_request,Ad copy includes before/after images.,medium
CASE001051,2025-07-26T04:00:00,Sales,KSA,label_change,Customer data request processing guidance.,low
CASE001052,2025-06-26T08:00:00,SupplyChain,KSA,complaint_response,Need response template for complaint.,medium
CASE001053,2025-01-19T15:00:00,IT,UAE,label_change,Ad copy includes before/after images.,high
CASE001054,2025-05-05T12:00:00,Marketing,EG,complaint_response,Need response template for complaint.,low
CASE001055,2025-01-18T12:00:00,IT,UAE,data_request,Customer data request processing guidance.,high
CASE001056,2025-01-27T14:00:00,HR,KSA,data_request,Need response template for complaint.,low
CASE001057,2025-01-27T08:00:00,SupplyChain,UAE,label_change,Ingredient substitution due to supplier shortage.,medium
CASE001058,2025-09-29T08:00:00,HR,EG,complaint_response,Ingredient substitution due to supplier shortage.,high
CASE001059,2025-10-14T23:00:00,Marketing,EG,complaint_response,Ad copy includes before/after images.,high
CASE001060,2025-12-21T21:00:00,IT,EG,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE001061,2025-11-09T02:00:00,Marketing,EU,complaint_response,Need approval for a new claim on packaging.,low
CASE001062,2025-05-25T18:00:00,SupplyChain,EU,complaint_response,Need approval for a new claim on packaging.,medium
CASE001063,2025-05-10T23:00:00,Sales,KSA,label_change,Need response template for complaint.,low
CASE001064,2025-07-25T00:00:00,Marketing,EG,data_request,Need approval for a new claim on packaging.,low
CASE001065,2025-02-27T22:00:00,HR,KSA,ingredient_change,Need approval for a new claim on packaging.,medium
CASE001066,2025-01-20T01:00:00,HR,EG,ad_copy,Customer data request processing guidance.,low
CASE001067,2025-10-20T06:00:00,IT,EU,complaint_response,Customer data request processing guidance.,high
CASE001068,2025-12-10T23:00:00,SupplyChain,EU,ad_copy,Need approval for a new claim on packaging.,medium
CASE001069,2025-06-19T07:00:00,Marketing,KSA,data_request,Customer data request processing guidance.,low
CASE001070,2025-01-12T08:00:00,HR,KSA,data_request,Need approval for a new claim on packaging.,high
CASE001071,2025-12-18T03:00:00,Sales,KSA,data_request,Ad copy includes before/after images.,high
CASE001072,2025-01-10T05:00:00,IT,UAE,label_change,Customer data request processing guidance.,low
CASE001073,2025-01-16T01:00:00,SupplyChain,KSA,complaint_response,Need approval for a new claim on packaging.,high
CASE001074,2025-12-09T18:00:00,SupplyChain,EU,ad_copy,Need approval for a new claim on packaging.,medium
CASE001075,2025-12-06T07:00:00,SupplyChain,EU,label_change,Need response template for complaint.,medium
CASE001076,2025-05-15T21:00:00,SupplyChain,EU,complaint_response,Ad copy includes before/after images.,medium
CASE001077,2025-01-09T20:00:00,Marketing,KSA,data_request,Ad copy includes before/after images.,medium
CASE001078,2025-12-15T16:00:00,HR,EG,complaint_response,Need response template for complaint.,medium
CASE001079,2025-05-02T20:00:00,Marketing,EU,ingredient_change,Need response template for complaint.,high
CASE001080,2025-06-23T13:00:00,SupplyChain,EG,ad_copy,Need response template for complaint.,low
CASE001081,2025-07-10T03:00:00,HR,EU,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE001082,2025-09-02T14:00:00,IT,EU,ingredient_change,Need approval for a new claim on packaging.,high
CASE001083,2025-10-04T18:00:00,Marketing,EG,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001084,2025-10-31T23:00:00,SupplyChain,EU,ad_copy,Customer data request processing guidance.,high
CASE001085,2025-06-23T20:00:00,IT,KSA,label_change,Need response template for complaint.,low
CASE001086,2025-07-03T02:00:00,HR,UAE,complaint_response,Need approval for a new claim on packaging.,low
CASE001087,2025-01-18T08:00:00,Sales,UAE,label_change,Need approval for a new claim on packaging.,low
CASE001088,2025-04-06T18:00:00,HR,EU,data_request,Customer data request processing guidance.,high
CASE001089,2025-02-10T23:00:00,HR,EG,data_request,Ad copy includes before/after images.,medium
CASE001090,2025-11-05T05:00:00,SupplyChain,EU,complaint_response,Need approval for a new claim on packaging.,low
CASE001091,2025-04-27T15:00:00,HR,KSA,label_change,Ad copy includes before/after images.,low
CASE001092,2025-07-05T10:00:00,Marketing,KSA,data_request,Need approval for a new claim on packaging.,medium
CASE001093,2025-07-08T09:00:00,Sales,EU,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001094,2025-12-22T23:00:00,SupplyChain,KSA,label_change,Need response template for complaint.,low
CASE001095,2025-07-02T15:00:00,SupplyChain,EU,data_request,Ad copy includes before/after images.,low
CASE001096,2025-05-24T14:00:00,HR,EG,data_request,Ingredient substitution due to supplier shortage.,low
CASE001097,2025-05-07T13:00:00,HR,EU,label_change,Need approval for a new claim on packaging.,low
CASE001098,2025-08-30T23:00:00,HR,EU,data_request,Need response template for complaint.,low
CASE001099,2025-05-16T08:00:00,Sales,EU,data_request,Ingredient substitution due to supplier shortage.,medium
CASE001100,2025-02-17T19:00:00,Marketing,EG,complaint_response,Need response template for complaint.,medium
CASE001101,2025-06-03T13:00:00,HR,EU,data_request,Need approval for a new claim on packaging.,high
CASE001102,2025-12-12T21:00:00,IT,EG,data_request,Need approval for a new claim on packaging.,low
CASE001103,2025-12-10T22:00:00,HR,UAE,label_change,Ingredient substitution due to supplier shortage.,high
CASE001104,2025-05-18T04:00:00,HR,UAE,ad_copy,Need approval for a new claim on packaging.,low
CASE001105,2025-04-14T21:00:00,IT,KSA,label_change,Customer data request processing guidance.,high
CASE001106,2025-05-24T03:00:00,Sales,UAE,complaint_response,Need response template for complaint.,high
CASE001107,2025-02-14T05:00:00,Sales,EG,label_change,Need approval for a new claim on packaging.,low
CASE001108,2025-11-05T12:00:00,Sales,UAE,complaint_response,Need approval for a new claim on packaging.,medium
CASE001109,2025-10-25T06:00:00,HR,KSA,label_change,Customer data request processing guidance.,medium
CASE001110,2025-02-17T22:00:00,Sales,EG,ingredient_change,Need response template for complaint.,medium
CASE001111,2025-12-03T00:00:00,HR,UAE,ad_copy,Ad copy includes before/after images.,medium
CASE001112,2025-02-17T13:00:00,HR,UAE,label_change,Customer data request processing guidance.,low
CASE001113,2025-12-20T00:00:00,Marketing,EG,ingredient_change,Customer data request processing guidance.,high
CASE001114,2025-09-06T05:00:00,IT,UAE,label_change,Need response template for complaint.,high
CASE001115,2025-08-05T20:00:00,HR,KSA,complaint_response,Customer data request processing guidance.,medium
CASE001116,2025-08-29T19:00:00,Marketing,EU,ingredient_change,Need response template for complaint.,medium
CASE001117,2025-07-06T15:00:00,Sales,KSA,data_request,Customer data request processing guidance.,low
CASE001118,2025-01-28T04:00:00,Marketing,UAE,ingredient_change,Need response template for complaint.,medium
CASE001119,2025-03-09T14:00:00,Marketing,KSA,data_request,Need response template for complaint.,low
CASE001120,2025-11-12T05:00:00,SupplyChain,UAE,label_change,Ad copy includes before/after images.,high
CASE001121,2025-04-01T19:00:00,IT,EG,complaint_response,Need approval for a new claim on packaging.,medium
CASE001122,2025-09-16T14:00:00,SupplyChain,KSA,ad_copy,Need response template for complaint.,medium
CASE001123,2025-12-23T21:00:00,IT,KSA,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE001124,2025-01-29T12:00:00,SupplyChain,EU,complaint_response,Ad copy includes before/after images.,medium
CASE001125,2025-05-14T13:00:00,Sales,EU,label_change,Ad copy includes before/after images.,low
CASE001126,2025-05-07T07:00:00,SupplyChain,EU,label_change,Need approval for a new claim on packaging.,high
CASE001127,2025-06-23T03:00:00,SupplyChain,EU,label_change,Customer data request processing guidance.,medium
CASE001128,2025-05-20T20:00:00,Marketing,UAE,ad_copy,Customer data request processing guidance.,high
CASE001129,2025-10-03T04:00:00,HR,EG,ad_copy,Need response template for complaint.,low
CASE001130,2025-02-01T08:00:00,SupplyChain,UAE,ad_copy,Ad copy includes before/after images.,medium
CASE001131,2025-02-20T15:00:00,Marketing,UAE,label_change,Need response template for complaint.,high
CASE001132,2025-10-25T06:00:00,SupplyChain,KSA,data_request,Ingredient substitution due to supplier shortage.,medium
CASE001133,2025-10-14T02:00:00,HR,UAE,data_request,Customer data request processing guidance.,high
CASE001134,2025-06-28T09:00:00,HR,UAE,label_change,Need response template for complaint.,high
CASE001135,2025-04-29T22:00:00,IT,EU,complaint_response,Need response template for complaint.,low
CASE001136,2025-06-29T11:00:00,Marketing,EU,label_change,Ad copy includes before/after images.,medium
CASE001137,2025-11-08T20:00:00,Sales,EG,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE001138,2025-10-08T06:00:00,HR,UAE,complaint_response,Ingredient substitution due to supplier shortage.,low
CASE001139,2025-06-15T19:00:00,Marketing,UAE,complaint_response,Need response template for complaint.,high
CASE001140,2025-12-24T19:00:00,HR,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE001141,2025-04-08T01:00:00,SupplyChain,KSA,data_request,Ingredient substitution due to supplier shortage.,medium
CASE001142,2025-01-16T15:00:00,IT,EU,complaint_response,Ad copy includes before/after images.,low
CASE001143,2025-01-17T22:00:00,HR,KSA,data_request,Ad copy includes before/after images.,low
CASE001144,2025-12-21T12:00:00,Sales,EU,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE001145,2025-11-23T23:00:00,Sales,EG,data_request,Need response template for complaint.,high
CASE001146,2025-07-22T03:00:00,SupplyChain,EU,label_change,Customer data request processing guidance.,low
CASE001147,2025-01-18T07:00:00,IT,EG,label_change,Need response template for complaint.,medium
CASE001148,2025-10-12T19:00:00,Sales,UAE,data_request,Need response template for complaint.,high
CASE001149,2025-09-22T18:00:00,SupplyChain,KSA,ad_copy,Customer data request processing guidance.,low
CASE001150,2025-12-01T02:00:00,IT,EG,ingredient_change,Ad copy includes before/after images.,low
CASE001151,2025-08-22T22:00:00,Sales,UAE,ad_copy,Need response template for complaint.,medium
CASE001152,2025-12-04T23:00:00,SupplyChain,EU,label_change,Ingredient substitution due to supplier shortage.,high
CASE001153,2025-03-19T11:00:00,Marketing,KSA,label_change,Ingredient substitution due to supplier shortage.,low
CASE001154,2025-08-29T05:00:00,Marketing,EU,complaint_response,Ad copy includes before/after images.,medium
CASE001155,2025-01-13T12:00:00,Sales,EU,data_request,Ad copy includes before/after images.,low
CASE001156,2025-08-08T19:00:00,Marketing,KSA,label_change,Ad copy includes before/after images.,high
CASE001157,2025-12-23T00:00:00,IT,EU,label_change,Need approval for a new claim on packaging.,high
CASE001158,2025-12-04T01:00:00,HR,EG,label_change,Need approval for a new claim on packaging.,medium
CASE001159,2025-12-03T05:00:00,SupplyChain,EG,data_request,Ingredient substitution due to supplier shortage.,low
CASE001160,2025-09-13T11:00:00,IT,KSA,data_request,Need response template for complaint.,medium
CASE001161,2025-03-26T21:00:00,Marketing,UAE,ad_copy,Need approval for a new claim on packaging.,medium
